CRN,Subject,Course,Section,Title,MeetingType,Registration Dates,Levels,Faculty,campus,scheduleType,instructionalMethod,description,descriptionTR,AssociatedTerm,Credits,CreditsECTS,EngnrECTS,BasicECTS,ECTSExceptionAdmitBefore,ECTSException,ECTSExceptionEngnr,ECTSExceptionBasic,CreditLimit,AllowedLevels,allowedFaculties,deniedFaculties,allowedPrograms,allowedClasses,Time,Days,Where,DateRange,ScheduleType,Instructors
13537,MAT,307,0,Composite Materials,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"Constituent filler and matrix materials, manufacturing processes and applications. Review of stress transformations, stress-strain relations and generalized Hooke’s Law. Mechanical characterization of fiber reinforced composite materials. Micromechanics. Ply mechanics. Mechanics of laminates via classical lamination theory. Strength of composite materials. Failure criteria of composite materials. Design of laminated composites. Introduction to analysis of laminated composites by a commercial finite element software","Kompozitler icin bileşen malzemeler (dolgu, takviye ve matris/yapıştıran bileşenler), üretim süreçleri ve uygulamaları. Gerilme ve gerinme için koordinat dönüşümleri, Gerilme-gerinme ilişkileri ve genelleştirilmiş Hooke Kanunu'nun gözden geçirilmesi. Elyaf takviyeli kompozit malzemelerin mekanik karakterizasyonu. Mikromekaniği. Katman mekaniği, Klasik laminasyon teorisi ile laminatların mekaniği. Kompozit malzemelerin mukavemeti ve dayanımı. Kompozit malzemelerin kırım kriterleri. Lamine yapısal kompozitlerin tasarımı. Ticari sonlu elemanlar yazılımı ile lamine kompozitlerin analizine giriş",202601,3,7,7,0,2013,6,0,0,,Undergraduate,,,,,2:40 pm - 3:30 pm,R,Fac. of Engin. and Nat. Sci. L048,"Sep 28, 2026 - Dec 31, 2026",2nd del,Ali Rana Atılgan
13537,MAT,307,0,Composite Materials,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"Constituent filler and matrix materials, manufacturing processes and applications. Review of stress transformations, stress-strain relations and generalized Hooke’s Law. Mechanical characterization of fiber reinforced composite materials. Micromechanics. Ply mechanics. Mechanics of laminates via classical lamination theory. Strength of composite materials. Failure criteria of composite materials. Design of laminated composites. Introduction to analysis of laminated composites by a commercial finite element software","Kompozitler icin bileşen malzemeler (dolgu, takviye ve matris/yapıştıran bileşenler), üretim süreçleri ve uygulamaları. Gerilme ve gerinme için koordinat dönüşümleri, Gerilme-gerinme ilişkileri ve genelleştirilmiş Hooke Kanunu'nun gözden geçirilmesi. Elyaf takviyeli kompozit malzemelerin mekanik karakterizasyonu. Mikromekaniği. Katman mekaniği, Klasik laminasyon teorisi ile laminatların mekaniği. Kompozit malzemelerin mukavemeti ve dayanımı. Kompozit malzemelerin kırım kriterleri. Lamine yapısal kompozitlerin tasarımı. Ticari sonlu elemanlar yazılımı ile lamine kompozitlerin analizine giriş",202601,3,7,7,0,2013,6,0,0,,Undergraduate,,,,,2:40 pm - 3:30 pm,R,Fac. of Engin. and Nat. Sci. L048,"Sep 28, 2026 - Dec 31, 2026",2nd del,Ali Rana Atılgan
13538,MAT,307R,0,Composite Materials - Recitation,Recitation,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Recitation,,"Constituent filler and matrix materials, manufacturing processes and applications. Review of stress transformations, stress-strain relations and generalized Hooke’s Law. Mechanical characterization of fiber reinforced composite materials. Micromechanics. Ply mechanics. Mechanics of laminates via classical lamination theory. Strength of composite materials. Failure criteria of composite materials. Design of laminated composites. Introduction to analysis of laminated composites by a commercial finite element software","Kompozitler icin bileşen malzemeler (dolgu, takviye ve matris/yapıştıran bileşenler), üretim süreçleri ve uygulamaları. Gerilme ve gerinme için koordinat dönüşümleri, Gerilme-gerinme ilişkileri ve genelleştirilmiş Hooke Kanunu'nun gözden geçirilmesi. Elyaf takviyeli kompozit malzemelerin mekanik karakterizasyonu. Mikromekaniği. Katman mekaniği, Klasik laminasyon teorisi ile laminatların mekaniği. Kompozit malzemelerin mukavemeti ve dayanımı. Kompozit malzemelerin kırım kriterleri. Lamine yapısal kompozitlerin tasarımı. Ticari sonlu elemanlar yazılımı ile lamine kompozitlerin analizine giriş",202601,0,0,0,0,,,,,,Undergraduate,,,,,8:40 am - 10:30 am,R,Fac. of Engin. and Nat. Sci. L048,"Sep 28, 2026 - Dec 31, 2026",1st del,Ali Rana Atılgan
10524,MAT,312,0,Materials Characterization,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"Material types classified according to atomic composition; material types classified according to application; physical and chemical properties of materials; aspects of materials which might interest a chemist, physicist, and engineer; surface properties of materials compared to bulk properties; molecular and morphological basis of material physico- chemical properties; DSC analysis of materials; TGA analysis; static contact angle analysis; rheometric analysis FT-IR analyses; X-ray diffractometric analysis; solid state NMR analysis.","Malzemelerin temel mekanik özelliklerinin genel tanıtım; X-ışınları ve elektron hüzme kullanarak kırınım deneyleri; katı faz nükleer manyetik rezonans spektroskopisi ; mekanik gerilim ve sertlik analizleri; ve, statik ve dinamik damla biçim çözümlenmesi analizleri.",202601,4,7,7,0,2013,8,0,0,,Undergraduate,,,,,12:40 pm - 2:30 pm,R,Fac. of Engin. and Nat. Sci. L055,"Sep 28, 2026 - Dec 31, 2026",1st del,Fevzi Çakmak Cebeci
10524,MAT,312,0,Materials Characterization,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"Material types classified according to atomic composition; material types classified according to application; physical and chemical properties of materials; aspects of materials which might interest a chemist, physicist, and engineer; surface properties of materials compared to bulk properties; molecular and morphological basis of material physico- chemical properties; DSC analysis of materials; TGA analysis; static contact angle analysis; rheometric analysis FT-IR analyses; X-ray diffractometric analysis; solid state NMR analysis.","Malzemelerin temel mekanik özelliklerinin genel tanıtım; X-ışınları ve elektron hüzme kullanarak kırınım deneyleri; katı faz nükleer manyetik rezonans spektroskopisi ; mekanik gerilim ve sertlik analizleri; ve, statik ve dinamik damla biçim çözümlenmesi analizleri.",202601,4,7,7,0,2013,8,0,0,,Undergraduate,,,,,12:40 pm - 2:30 pm,R,Fac. of Engin. and Nat. Sci. L055,"Sep 28, 2026 - Dec 31, 2026",1st del,Fevzi Çakmak Cebeci
10525,MAT,312L,A,Materials Characterization Lab,Lab,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lab,,"Material types classified according to atomic composition; material types classified according to application; physical and chemical properties of materials; aspects of materials which might interest a chemist, physicist, and engineer; surface properties of materials compared to bulk properties; molecular and morphological basis of material physico- chemical properties; DSC analysis of materials; TGA analysis; static contact angle analysis; rheometric analysis FT-IR analyses; X-ray diffractometric analysis; solid state NMR analysis.","Malzemelerin temel mekanik özelliklerinin genel tanıtım; X-ışınları ve elektron hüzme kullanarak kırınım deneyleri; katı faz nükleer manyetik rezonans spektroskopisi ; mekanik gerilim ve sertlik analizleri; ve, statik ve dinamik damla biçim çözümlenmesi analizleri.",202601,0,0,0,0,,,,,,Undergraduate,,,,,3:40 pm - 7:30 pm,W,,"Sep 28, 2026 - Dec 31, 2026",1st del,Fevzi Çakmak Cebeci
13032,MAT,312L,B,Materials Characterization Lab,Lab,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lab,,"Material types classified according to atomic composition; material types classified according to application; physical and chemical properties of materials; aspects of materials which might interest a chemist, physicist, and engineer; surface properties of materials compared to bulk properties; molecular and morphological basis of material physico- chemical properties; DSC analysis of materials; TGA analysis; static contact angle analysis; rheometric analysis FT-IR analyses; X-ray diffractometric analysis; solid state NMR analysis.","Malzemelerin temel mekanik özelliklerinin genel tanıtım; X-ışınları ve elektron hüzme kullanarak kırınım deneyleri; katı faz nükleer manyetik rezonans spektroskopisi ; mekanik gerilim ve sertlik analizleri; ve, statik ve dinamik damla biçim çözümlenmesi analizleri.",202601,0,0,0,0,,,,,,Undergraduate,,,,,2:40 pm - 6:30 pm,F,,"Sep 28, 2026 - Dec 31, 2026",1st del,Fevzi Çakmak Cebeci
12054,MAT,314,0,Mechanical Properties of Materials,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,TR,"This course is intended as a bridge between introductory-to-intermediate materials science knowledge and mechanical behavior of various crystalline and amorphous systems  (Junior or senior year students could find it beneficial). It covers the influence of microstructure on the mechanical behavior of materials including metallic alloys, polymers and ceramics. The main objective of the course is to describe the ways in which microstructure and defects are exploited to fabricate high-performance materials that are applied to today's technologies ranging from aerospace to toughened ceramics. The content includes and is not limitied to stress-strain relations, elastic and  plastic deformation, dislocations, dislocation interactions, work hardening, vacancies, interaction of precipitates with defects, glass transition in polymers, creep in materials, brittle fracture and ductile fracture, case studies that span a wide variety of phenomena including fatigue in alloys.","Bu dersin amacı başlangıç ve orta düzeydeki malzeme bilgisi ile çeşitli kristal katıların mekanik davranışları arasında bir köprü oluşturmaktır (Üçüncü ve son sınıf öğrencileri için yararlı olacaktır). Dersin içeriği mikroyapının malzemelerin mekanik davranışları üzerindeki etkilerini konu almaktadır. Bu bağlamda malzemelerin içyapısından ve yapısal hatalarından havacılıkta kullanılan alaşımlardan başlayıp yüksek toklukta seramiklere kadar yüksek performansa sahip malzemelerin üretiminde nasıl faydalanıldığını anlatılacaktır. Anlatılacaklar arasında gerilme-şekil değişimi ilişkileri, elastik ve plastik (kalıcı) şekil değişimi, dislokasyonlar dislokasyon etkileşimleri, şekil değiştirme sertleşmesi, atomik boşluklar, çökelti fazlarının latis hataları ile etkileşimi, polimerlerde camsı faz geçişleri, malzemelerde sürünme, gevrek ve tok kırılma ile alaşımlarda yorgunluğu da içeren gerçek uygulamaların tartışılması sayılabilir.",202601,3,5,4,1,2013,6,5,1,,Undergraduate,,,,,8:40 am - 10:30 am,T,Fac. of Engin. and Nat. Sci. 2019,"Sep 28, 2026 - Dec 31, 2026",1st del,Burç Mısırlıoğlu
12054,MAT,314,0,Mechanical Properties of Materials,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,TR,"This course is intended as a bridge between introductory-to-intermediate materials science knowledge and mechanical behavior of various crystalline and amorphous systems  (Junior or senior year students could find it beneficial). It covers the influence of microstructure on the mechanical behavior of materials including metallic alloys, polymers and ceramics. The main objective of the course is to describe the ways in which microstructure and defects are exploited to fabricate high-performance materials that are applied to today's technologies ranging from aerospace to toughened ceramics. The content includes and is not limitied to stress-strain relations, elastic and  plastic deformation, dislocations, dislocation interactions, work hardening, vacancies, interaction of precipitates with defects, glass transition in polymers, creep in materials, brittle fracture and ductile fracture, case studies that span a wide variety of phenomena including fatigue in alloys.","Bu dersin amacı başlangıç ve orta düzeydeki malzeme bilgisi ile çeşitli kristal katıların mekanik davranışları arasında bir köprü oluşturmaktır (Üçüncü ve son sınıf öğrencileri için yararlı olacaktır). Dersin içeriği mikroyapının malzemelerin mekanik davranışları üzerindeki etkilerini konu almaktadır. Bu bağlamda malzemelerin içyapısından ve yapısal hatalarından havacılıkta kullanılan alaşımlardan başlayıp yüksek toklukta seramiklere kadar yüksek performansa sahip malzemelerin üretiminde nasıl faydalanıldığını anlatılacaktır. Anlatılacaklar arasında gerilme-şekil değişimi ilişkileri, elastik ve plastik (kalıcı) şekil değişimi, dislokasyonlar dislokasyon etkileşimleri, şekil değiştirme sertleşmesi, atomik boşluklar, çökelti fazlarının latis hataları ile etkileşimi, polimerlerde camsı faz geçişleri, malzemelerde sürünme, gevrek ve tok kırılma ile alaşımlarda yorgunluğu da içeren gerçek uygulamaların tartışılması sayılabilir.",202601,3,5,4,1,2013,6,5,1,,Undergraduate,,,,,8:40 am - 10:30 am,T,Fac. of Engin. and Nat. Sci. 2019,"Sep 28, 2026 - Dec 31, 2026",1st del,Burç Mısırlıoğlu
12953,MAT,401,0,Surface Science and Engineering,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"This course examines the structure, thermodynamics, and properties of surfaces and interfaces, followed by the engineering methods used to modify and control these surfaces for functional performance in technological systems. The course emphasizes both surface science and engineering design, linking surface phenomena to real-world applications in energy, electronics, tribology, and materials processing.","Bu ders kapsamında yüzeylerin ve ara yüzeylerin yapısı, termodinamiği ve özellikleri incelenmekte ve bu yüzeylerin farklı uygulama alanlarındaki işlevsel performansını artırmak amacıyla değiştirilmesi için kullanılan mühendislik yöntemleri ele alınmaktadır. Ders, hem yüzey bilimine hem de mühendislik tasarımına vurgu yapmakta, yüzey olaylarını enerji, elektronik, triboloji ve malzeme işleme gibi gibi alanlardaki uygulamalarla ilişkilendirmektedir.",202601,3,6,0,0,,,,,,Undergraduate,,,,,8:40 am - 10:30 am,W,Fac. of Engin. and Nat. Sci. L029,"Sep 28, 2026 - Dec 31, 2026",1st del,Gözde İnce
12953,MAT,401,0,Surface Science and Engineering,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"This course examines the structure, thermodynamics, and properties of surfaces and interfaces, followed by the engineering methods used to modify and control these surfaces for functional performance in technological systems. The course emphasizes both surface science and engineering design, linking surface phenomena to real-world applications in energy, electronics, tribology, and materials processing.","Bu ders kapsamında yüzeylerin ve ara yüzeylerin yapısı, termodinamiği ve özellikleri incelenmekte ve bu yüzeylerin farklı uygulama alanlarındaki işlevsel performansını artırmak amacıyla değiştirilmesi için kullanılan mühendislik yöntemleri ele alınmaktadır. Ders, hem yüzey bilimine hem de mühendislik tasarımına vurgu yapmakta, yüzey olaylarını enerji, elektronik, triboloji ve malzeme işleme gibi gibi alanlardaki uygulamalarla ilişkilendirmektedir.",202601,3,6,0,0,,,,,,Undergraduate,,,,,8:40 am - 10:30 am,W,Fac. of Engin. and Nat. Sci. L029,"Sep 28, 2026 - Dec 31, 2026",1st del,Gözde İnce
13539,MAT,404,0,Polymer Physics,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"Introduction to the statistical mechanics of chain molecules Molecular weight distribution in linear and nonlinear polymers, theory of gelation. Rubber elasticity. Statistical thermodynamics of polymer solutions. Phase equilibria in polymer systems, swelling. Configurational and frictional properties of polymers in dilute solution.","Zincir moleküllerin istatistiksel mekaniğine giriş. Doğrusal ve doğrusal olmayan polimerlerin molekül ağırlığı dağılımı hesaplaması, jelleşme teorisi. Kauçuk elastisitesi. Polimer çözeltilerinin istatistiksel termodinamiği. Polimer sistemlerin faz diagramları ve şişme. Polimerlerin seyreltik çözeltilerinde konfigürasyon ve sürtünme özellikleri",202601,3,5,1,4,2013,6,1,5,,Undergraduate,,,,,2:40 pm - 4:30 pm,F,Fac. of Engin. and Nat. Sci. L045,"Sep 28, 2026 - Dec 31, 2026",1st del,Özge Akbulut
13539,MAT,404,0,Polymer Physics,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"Introduction to the statistical mechanics of chain molecules Molecular weight distribution in linear and nonlinear polymers, theory of gelation. Rubber elasticity. Statistical thermodynamics of polymer solutions. Phase equilibria in polymer systems, swelling. Configurational and frictional properties of polymers in dilute solution.","Zincir moleküllerin istatistiksel mekaniğine giriş. Doğrusal ve doğrusal olmayan polimerlerin molekül ağırlığı dağılımı hesaplaması, jelleşme teorisi. Kauçuk elastisitesi. Polimer çözeltilerinin istatistiksel termodinamiği. Polimer sistemlerin faz diagramları ve şişme. Polimerlerin seyreltik çözeltilerinde konfigürasyon ve sürtünme özellikleri",202601,3,5,1,4,2013,6,1,5,,Undergraduate,,,,,2:40 pm - 4:30 pm,F,Fac. of Engin. and Nat. Sci. L045,"Sep 28, 2026 - Dec 31, 2026",1st del,Özge Akbulut
13541,MAT,405,0,Advanced Materials Characterization,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,"This combined class and laboratory course complements Materials Characterization in the sense of continuing along the central theme in greater detail. Topics include: a basic overview and general aspects of electronic and crystal properties of solid materials; dynamic light scattering; atomic force microscopy; electron spin resonance spectroscopy, solid state nuclear magnetic resonance spectroscopy; Mössbauer spectroscopy, dielectric spectroscopy and impedance spectroscopy. Computational techniques will be given in lab section to show how to simulate spectra by considering the energy functions","Teorik bilgiler ve laboratuar çalışmasından oluşan bu ders Malzeme Karakterizasyonunu detaylandırarak daha geniş bir çerçevede tamamlar. İçerdiği konular: dinamik ışık saçılım spektroskopisi, atomik kuvvet mikroskopisi, elektron spin rezonans spektroskopisi; katı hal nükleer manyatik rezonans spektroskopisi; Mössbauer spektroskopisi, dielektrik spektroskopisi ve impedance spektroskopisi. Uygulamalı hesaplama teknikleri yardımıyla öğrenciler laboratuarda enerji fonksiyonlarını yazarak spektraları nasıl simüle edeceklerini öğrenip spektral analiz analiz yapabileceklerdir.",202601,4,7,2,5,2013,8,2,6,,Undergraduate,,,,,2:40 pm - 5:30 pm,T,Fac. of Engin. and Nat. Sci. G032,"Sep 28, 2026 - Dec 31, 2026",1st del,Emre Erdem
13543,MAT,405L,0,Advanced Materials Characterization - Lab,Lab,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lab,,"This combined class and laboratory course complements Materials Characterization in the sense of continuing along the central theme in greater detail. Topics include: a basic overview and general aspects of electronic and crystal properties of solid materials; dynamic light scattering; atomic force microscopy; electron spin resonance spectroscopy, solid state nuclear magnetic resonance spectroscopy; Mössbauer spectroscopy, dielectric spectroscopy and impedance spectroscopy. Computational techniques will be given in lab section to show how to simulate spectra by considering the energy functions","Teorik bilgiler ve laboratuar çalışmasından oluşan bu ders Malzeme Karakterizasyonunu detaylandırarak daha geniş bir çerçevede tamamlar. İçerdiği konular: dinamik ışık saçılım spektroskopisi, atomik kuvvet mikroskopisi, elektron spin rezonans spektroskopisi; katı hal nükleer manyatik rezonans spektroskopisi; Mössbauer spektroskopisi, dielektrik spektroskopisi ve impedance spektroskopisi. Uygulamalı hesaplama teknikleri yardımıyla öğrenciler laboratuarda enerji fonksiyonlarını yazarak spektraları nasıl simüle edeceklerini öğrenip spektral analiz analiz yapabileceklerdir.",202601,0,0,0,0,,,,,,Undergraduate,,,,,12:40 pm - 2:30 pm,M,Fac. of Engin. and Nat. Sci. L030,"Sep 28, 2026 - Dec 31, 2026",1st del,Emre Erdem
12486,MAT,48004,0,Special Topics in MAT: Polymer Matrix Composites,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,TR,"Polymer Matrix Composites course aims to inform undergraduate and graduate students in materials and manufacturing engineering programs about polymer matrix composites. In order to better understand the structure-property-application relationship in polymer matrix composites, which is the most common type of composite, the polymer matrix and fibers that make up polymer matrix composites, the polymer matrix-fiber interface and the distribution of fibers in the matrix will be examined within the scope of the course. The preparation, processing and characterization (spectroscopic, rheological, thermal and mechanical) methods of different types of polymers that make up the polymer matrix will be explained in detail. Various processing and forming methods used in the preparation of polymer matrix composites will be explained by considering different types of polymer matrices. Information will be given about the thermal and mechanical characterization methods used for the polymer matrix composites. Finally, various application areas of polymer matrix composites and the materials selection criteria will be discussed.","Polimer Matris Kompozitler dersi, malzeme ve imalat mühendisliği programlarındaki lisans ve lisansüstü öğrencilerini polimer matris kompozitler hakkında bilgilendirmeyi amaçlamaktadır. Ders kapsamında en yaygın kompozit türü olan polimer matris kompozitlerde yapı-özellik-uygulama ilişkisini daha iyi anlamak için polimer matrisli kompozitleri oluşturan polimer matris ve lifler, polimer matris-lif ara yüzü ve liflerin matris içindeki dağılımı incelenecektir. Polimer matrisini oluşturan farklı tipteki polimerlerin hazırlama, işleme ve karakterizasyon (spektroskopik, reolojik, termal ve mekanik) yöntemleri detaylı bir şekilde anlatılacaktır. Polimer matris kompozitlerin hazırlanmasında kullanılan çeşitli yöntemler farklı polimer matris türleri dikkate alınarak açıklanacaktır. Elde edilen polimer matris kompozitlerin termal ve mekanik özelliklerinin karakterizasyonunda kullanılacak yöntemler hakkında bilgi verilecektir. Son olarak polimer matris kompozitlerin uygulama alanları ve malzemelerin seçim kriteleri tartışılacaktır.",202601,3,6,0,0,,,,,,Undergraduate,,,,,12:40 pm - 1:30 pm,T,Fac. of Engin. and Nat. Sci. L056,"Sep 28, 2026 - Dec 31, 2026",2nd del,Bekir Dızman
12486,MAT,48004,0,Special Topics in MAT: Polymer Matrix Composites,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,TR,"Polymer Matrix Composites course aims to inform undergraduate and graduate students in materials and manufacturing engineering programs about polymer matrix composites. In order to better understand the structure-property-application relationship in polymer matrix composites, which is the most common type of composite, the polymer matrix and fibers that make up polymer matrix composites, the polymer matrix-fiber interface and the distribution of fibers in the matrix will be examined within the scope of the course. The preparation, processing and characterization (spectroscopic, rheological, thermal and mechanical) methods of different types of polymers that make up the polymer matrix will be explained in detail. Various processing and forming methods used in the preparation of polymer matrix composites will be explained by considering different types of polymer matrices. Information will be given about the thermal and mechanical characterization methods used for the polymer matrix composites. Finally, various application areas of polymer matrix composites and the materials selection criteria will be discussed.","Polimer Matris Kompozitler dersi, malzeme ve imalat mühendisliği programlarındaki lisans ve lisansüstü öğrencilerini polimer matris kompozitler hakkında bilgilendirmeyi amaçlamaktadır. Ders kapsamında en yaygın kompozit türü olan polimer matris kompozitlerde yapı-özellik-uygulama ilişkisini daha iyi anlamak için polimer matrisli kompozitleri oluşturan polimer matris ve lifler, polimer matris-lif ara yüzü ve liflerin matris içindeki dağılımı incelenecektir. Polimer matrisini oluşturan farklı tipteki polimerlerin hazırlama, işleme ve karakterizasyon (spektroskopik, reolojik, termal ve mekanik) yöntemleri detaylı bir şekilde anlatılacaktır. Polimer matris kompozitlerin hazırlanmasında kullanılan çeşitli yöntemler farklı polimer matris türleri dikkate alınarak açıklanacaktır. Elde edilen polimer matris kompozitlerin termal ve mekanik özelliklerinin karakterizasyonunda kullanılacak yöntemler hakkında bilgi verilecektir. Son olarak polimer matris kompozitlerin uygulama alanları ve malzemelerin seçim kriteleri tartışılacaktır.",202601,3,6,0,0,,,,,,Undergraduate,,,,,12:40 pm - 1:30 pm,T,Fac. of Engin. and Nat. Sci. L056,"Sep 28, 2026 - Dec 31, 2026",2nd del,Bekir Dızman
10532,MAT,501,0,Thermodynamics,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FENS,Sabancı University,Lecture,,The nature of thermodynamics and the basis of thermostatistics. Postulates of thermodynamics. Conditions of equilibrium. The Euler equation and Gibbs-Duhem relation. Reversible processes and the maximum work theorem. Legendre transformations. The extremum principles for the thermodynamic potentials. Maxwell relations. Stability of thermodynamic systems. First order phase transitions. Critical phenomena. The Nernst postulate. Irreversible thermodynamics postulate. Irreversible thermodynamics.,Termodinamiğin doğası ve termostatiğin temelleri. Termodinamiğin postülatları. Denge koşulları. Euler eşitliği ve Gibbs-Duhem ilşkisi. Tersinir süreçler ve maksimum iş teorisi. Legendre dönüşümleri. Termodinamik potansiyellerin uç ilkeleri. Maxwell ilişkileri. Termodinamik sistemlerin kararlılığı. Birinci dereceden faz geçişleri. Kritik nokta olayları. Nernst postülatı. Tersinmez termodinamik.,202601,3,0,0,0,,,,,,Masters:Doctorate,,,,,12:40 pm - 1:30 pm,R,Fac. of Engin. and Nat. Sci. L062,"Sep 28, 2026 - Dec 31, 2026",2nd del,Ali Rana Atılgan
